disease,symptom
childhood schizophrenia,"extremely disorganized or abnormal motor behavior. this may show in several ways, from childlike silliness to unpredictable agitation. behavior is not focused on a goal, which makes it hard to do tasks. behavior can include resistance to instructions, inappropriate or bizarre posture, a complete lack of response, or useless and excessive movement."
childhood schizophrenia,"negative symptoms. this refers to reduced or lack of ability to function normally. for example, the person may neglect personal hygiene or appear to lack emotion ― doesn't make eye contact, doesn't change facial expressions, speaks in a monotone, or doesn't add hand or head movements that normally occur when speaking. also, the person may have reduced ability to engage in activities, such as a loss of interest in everyday activities, social withdrawal or lack ability to experience pleasure."
childhood schizophrenia,has developmental delays compared with other siblings or peers
childhood schizophrenia,"has stopped meeting daily expectations, such as bathing or dressing"
childhood schizophrenia,no longer wants to socialize
childhood schizophrenia,is slipping in academic performance
childhood schizophrenia,has strange eating rituals
childhood schizophrenia,shows excessive suspicion of others
childhood schizophrenia,shows a lack of emotion or shows emotions inappropriate for the situation
childhood schizophrenia,has strange ideas and fears
childhood schizophrenia,confuses dreams or television for reality
childhood schizophrenia,"has bizarre ideas, behavior or speech"
childhood schizophrenia,has violent or aggressive behavior or agitation
dehydration,dry mouth and tongue
dehydration,no tears when crying
dehydration,no wet diapers for three hours
dehydration,"sunken eyes, cheeks"
dehydration,sunken soft spot on top of skull
dehydration,listlessness or irritability
dehydration,extreme thirst
dehydration,less frequent urination
dehydration,dark-colored urine
dehydration,fatigue
dehydration,dizziness
dehydration,confusion
dehydration,has had diarrhea for 24 hours or more
dehydration,is irritable or disoriented and much sleepier or less active than usual
dehydration,can't keep down fluids
dehydration,has bloody or black stool
iatal hernia,heartburn
iatal hernia,regurgitation of food or liquids into the mouth
iatal hernia,backflow of stomach acid into the esophagus (acid reflux)
iatal hernia,difficulty swallowing
iatal hernia,chest or abdominal pain
iatal hernia,shortness of breath
iatal hernia,"vomiting of blood or passing of black stools, which may indicate gastrointestinal bleeding"
personality disorders,pervasive distrust and suspicion of others and their motives
personality disorders,unjustified belief that others are trying to harm or deceive you
personality disorders,unjustified suspicion of the loyalty or trustworthiness of others
personality disorders,hesitancy to confide in others due to unreasonable fear that others will use the information against you
personality disorders,perception of innocent remarks or nonthreatening situations as personal insults or attacks
personality disorders,angry or hostile reaction to perceived slights or insults
personality disorders,tendency to hold grudges
personality disorders,"unjustified, recurrent suspicion that spouse or sexual partner is unfaithful"
personality disorders,"lack of interest in social or personal relationships, preferring to be alone"
personality disorders,limited range of emotional expression
personality disorders,inability to take pleasure in most activities
personality disorders,inability to pick up normal social cues
personality disorders,appearance of being cold or indifferent to others
personality disorders,little or no interest in having sex with another person
personality disorders,"peculiar dress, thinking, beliefs, speech or behavior"
personality disorders,"odd perceptual experiences, such as hearing a voice whisper your name"
personality disorders,flat emotions or inappropriate emotional responses
personality disorders,social anxiety and a lack of or discomfort with close relationships
personality disorders,"indifferent, inappropriate or suspicious response to others"
personality disorders,"""magical thinking"" — believing you can influence people and events with your thoughts"
personality disorders,belief that certain casual incidents or events have hidden messages meant only for you
personality disorders,disregard for others' needs or feelings
personality disorders,"persistent lying, stealing, using aliases, conning others"
personality disorders,recurring problems with the law
personality disorders,repeated violation of the rights of others
personality disorders,"aggressive, often violent behavior"
personality disorders,disregard for the safety of self or others
personality disorders,impulsive behavior
personality disorders,consistently irresponsible
personality disorders,lack of remorse for behavior
personality disorders,"impulsive and risky behavior, such as having unsafe sex, gambling or binge eating"
personality disorders,unstable or fragile self-image
personality disorders,unstable and intense relationships
personality disorders,"up and down moods, often as a reaction to interpersonal stress"
personality disorders,suicidal behavior or threats of self-injury
personality disorders,intense fear of being alone or abandoned
personality disorders,ongoing feelings of emptiness
personality disorders,"frequent, intense displays of anger"
personality disorders,stress-related paranoia that comes and goes
personality disorders,constantly seeking attention
personality disorders,"excessively emotional, dramatic or sexually provocative to gain attention"
personality disorders,"speaks dramatically with strong opinions, but few facts or details to back them up"
personality disorders,easily influenced by others
personality disorders,"shallow, rapidly changing emotions"
personality disorders,excessive concern with physical appearance
personality disorders,thinks relationships with others are closer than they really are
personality disorders,belief that you're special and more important than others
personality disorders,"fantasies about power, success and attractiveness"
personality disorders,failure to recognize others' needs and feelings
personality disorders,exaggeration of achievements or talents
personality disorders,expectation of constant praise and admiration
personality disorders,arrogance
personality disorders,"unreasonable expectations of favors and advantages, often taking advantage of others"
personality disorders,envy of others or belief that others envy you
personality disorders,too sensitive to criticism or rejection
personality disorders,"feeling inadequate, inferior or unattractive"
personality disorders,avoidance of work activities that require interpersonal contact
personality disorders,"socially inhibited, timid and isolated, avoiding new activities or meeting strangers"
personality disorders,extreme shyness in social situations and personal relationships
personality disorders,"fear of disapproval, embarrassment or ridicule"
personality disorders,excessive dependence on others and feeling the need to be taken care of
personality disorders,submissive or clingy behavior toward others
personality disorders,fear of having to provide self-care or fend for yourself if left alone
personality disorders,"lack of self-confidence, requiring excessive advice and reassurance from others to make even small decisions"
personality disorders,difficulty starting or doing projects on your own due to lack of self-confidence
personality disorders,"difficulty disagreeing with others, fearing disapproval"
personality disorders,"tolerance of poor or abusive treatment, even when other options are available"
personality disorders,urgent need to start a new relationship when a close one has ended
personality disorders,"preoccupation with details, orderliness and rules"
personality disorders,"extreme perfectionism, resulting in dysfunction and distress when perfection is not achieved, such as feeling unable to finish a project because you don't meet your own strict standards"
personality disorders,"desire to be in control of people, tasks and situations, and inability to delegate tasks"
personality disorders,neglect of friends and enjoyable activities because of excessive commitment to work or a project
personality disorders,inability to discard broken or worthless objects
personality disorders,rigid and stubborn
personality disorders,"inflexible about morality, ethics or values"
personality disorders,"tight, miserly control over budgeting and spending money"
gingivitis,swollen or puffy gums
gingivitis,dusky red or dark red gums
gingivitis,gums that bleed easily when you brush or floss
gingivitis,bad breath
gingivitis,receding gums
gingivitis,tender gums
diabetes,increased thirst
diabetes,frequent urination
diabetes,extreme hunger
diabetes,unexplained weight loss
diabetes,presence of ketones in the urine (ketones are a byproduct of the breakdown of muscle and fat that happens when there's not enough available insulin)
diabetes,fatigue
diabetes,irritability
diabetes,blurred vision
diabetes,slow-healing sores
diabetes,"frequent infections, such as gums or skin infections and vaginal infections"
celiac disease,diarrhea
celiac disease,fatigue
celiac disease,weight loss
celiac disease,bloating and gas
celiac disease,abdominal pain
celiac disease,nausea and vomiting
celiac disease,constipation
celiac disease,"anemia, usually from iron deficiency"
celiac disease,loss of bone density (osteoporosis) or softening of bone (osteomalacia)
celiac disease,"itchy, blistery skin rash (dermatitis herpetiformis)"
celiac disease,mouth ulcers
celiac disease,headaches and fatigue
celiac disease,"nervous system injury, including numbness and tingling in the feet and hands, possible problems with balance, and cognitive impairment"
celiac disease,joint pain
celiac disease,reduced functioning of the spleen (hyposplenism)
salmonella infection,nausea
salmonella infection,vomiting
salmonella infection,abdominal cramps
salmonella infection,diarrhea
salmonella infection,fever
salmonella infection,chills
salmonella infection,headache
salmonella infection,blood in the stool
gastroesophageal reflux disease (gerd),"a burning sensation in your chest (heartburn), usually after eating, which might be worse at night"
gastroesophageal reflux disease (gerd),chest pain
gastroesophageal reflux disease (gerd),difficulty swallowing
gastroesophageal reflux disease (gerd),regurgitation of food or sour liquid
gastroesophageal reflux disease (gerd),sensation of a lump in your throat
gastroesophageal reflux disease (gerd),chronic cough
gastroesophageal reflux disease (gerd),laryngitis
gastroesophageal reflux disease (gerd),new or worsening asthma
gastroesophageal reflux disease (gerd),disrupted sleep
solitary rectal ulcer syndrome,constipation
solitary rectal ulcer syndrome,rectal bleeding
solitary rectal ulcer syndrome,straining during bowel movements
solitary rectal ulcer syndrome,pain or a feeling of fullness in your pelvis
solitary rectal ulcer syndrome,a feeling of incomplete passing of stool
solitary rectal ulcer syndrome,passing mucus from your rectum
solitary rectal ulcer syndrome,fecal incontinence
solitary rectal ulcer syndrome,rectal pain
polycystic kidney disease,high blood pressure
polycystic kidney disease,back or side pain
polycystic kidney disease,blood in your urine
polycystic kidney disease,a feeling of fullness in your abdomen
polycystic kidney disease,increased size of your abdomen due to enlarged kidneys
polycystic kidney disease,headaches
polycystic kidney disease,kidney stones
polycystic kidney disease,kidney failure
polycystic kidney disease,urinary tract or kidney infections
antiphospholipid syndrome,"blood clots in your legs (dvt). signs of a dvt include pain, swelling and redness. these clots can travel to your lungs (pulmonary embolism)."
antiphospholipid syndrome,repeated miscarriages or stillbirths. other complications of pregnancy include dangerously high blood pressure (preeclampsia) and premature delivery.
antiphospholipid syndrome,stroke. a stroke can occur in a young person who has antiphospholipid syndrome but no known risk factors for cardiovascular diseases.
antiphospholipid syndrome,"transient ischemic attack (tia). similar to a stroke, a tia usually lasts only a few minutes and causes no permanent damage."
antiphospholipid syndrome,"rash. some people develop a red rash with a lacy, net-like pattern."
antiphospholipid syndrome,"neurological symptoms. chronic headaches, including migraines; dementia and seizures are possible when a blood clot blocks blood flow to parts of your brain."
antiphospholipid syndrome,cardiovascular disease. antiphospholipid syndrome can damage heart valves.
antiphospholipid syndrome,"bleeding. some people have a decrease in blood cells needed for clotting. this can cause episodes of bleeding, particularly from your nose and gums. you can also bleed into your skin, which will appear as patches of small red spots."
pilonidal cyst,pain
pilonidal cyst,reddening of the skin
pilonidal cyst,drainage of pus or blood from an opening in the skin
pilonidal cyst,foul smell from draining pus
alcohol poisoning,confusion
alcohol poisoning,vomiting
alcohol poisoning,seizures
alcohol poisoning,slow breathing (less than eight breaths a minute)
alcohol poisoning,irregular breathing (a gap of more than 10 seconds between breaths)
alcohol poisoning,blue-tinged skin or pale skin
alcohol poisoning,low body temperature (hypothermia)
alcohol poisoning,passing out (unconsciousness) and can't be awakened
alcohol poisoning,call 911 or your local emergency number immediately. never assume the person will sleep off alcohol poisoning.
alcohol poisoning,"be prepared to provide information. if you know, be sure to tell hospital or emergency personnel the kind and amount of alcohol the person drank, and when."
alcohol poisoning,"don't leave an unconscious person alone. because alcohol poisoning affects the way the gag reflex works, someone with alcohol poisoning may choke on his or her own vomit and not be able to breathe. while waiting for help, don't try to make the person vomit because he or she could choke."
alcohol poisoning,"help a person who is vomiting. try to keep him or her sitting up. if the person must lie down, make sure to turn his or her head to the side — this helps prevent choking. try to keep the person awake to prevent loss of consciousness."
delayed ejaculation,"lifelong vs. acquired. with lifelong delayed ejaculation, the problem is present from the time of sexual maturity. acquired delayed ejaculation occurs after a period of normal sexual functioning."
delayed ejaculation,generalized vs. situational. generalized delayed ejaculation isn't limited to certain sex partners or certain kinds of stimulation. situational delayed ejaculation occurs only under certain circumstances.
functional dyspepsia,"a burning sensation or discomfort in your upper abdomen or lower chest, sometimes relieved by food or antacids"
functional dyspepsia,bloating
functional dyspepsia,belching
functional dyspepsia,an early feeling of fullness when eating
functional dyspepsia,nausea
de quervain's tenosynovitis,pain near the base of your thumb
de quervain's tenosynovitis,swelling near the base of your thumb
de quervain's tenosynovitis,difficulty moving your thumb and wrist when you're doing something that involves grasping or pinching
de quervain's tenosynovitis,"a ""sticking"" or ""stop-and-go"" sensation in your thumb when moving it"
earwax blockage,earache
earwax blockage,feeling of fullness in the affected ear
earwax blockage,ringing or noises in the ear (tinnitus)
earwax blockage,decreased hearing in the affected ear
earwax blockage,dizziness
earwax blockage,cough
snoring,witnessed breathing pauses during sleep
snoring,excessive daytime sleepiness
snoring,difficulty concentrating
snoring,morning headaches
snoring,sore throat upon awakening
snoring,restless sleep
snoring,gasping or choking at night
snoring,high blood pressure
snoring,chest pain at night
snoring,your snoring is so loud it's disrupting your partner's sleep
snoring,"in children, poor attention span, behavioral issues or poor performance in school"
uterine polyps,"irregular menstrual bleeding — for example, having frequent, unpredictable periods of variable length and heaviness"
uterine polyps,bleeding between menstrual periods
uterine polyps,excessively heavy menstrual periods
uterine polyps,vaginal bleeding after menopause
uterine polyps,infertility
polymorphous light eruption,dense clusters of small bumps and blisters
polymorphous light eruption,"red, raised rough patches"
polymorphous light eruption,itching or burning
polymorphous light eruption,widespread
polymorphous light eruption,painful
polymorphous light eruption,accompanied by fever
laryngitis,hoarseness
laryngitis,weak voice or voice loss
laryngitis,tickling sensation and rawness in your throat
laryngitis,sore throat
laryngitis,dry throat
laryngitis,dry cough
ramsay hunt syndrome,"a painful red rash with fluid-filled blisters on, in and around one ear"
ramsay hunt syndrome,facial weakness or paralysis on the same side as the affected ear
ramsay hunt syndrome,ear pain
ramsay hunt syndrome,hearing loss
ramsay hunt syndrome,ringing in your ears (tinnitus)
ramsay hunt syndrome,difficulty closing one eye
ramsay hunt syndrome,a sensation of spinning or moving (vertigo)
ramsay hunt syndrome,a change in taste perception or loss of taste
ramsay hunt syndrome,dry mouth and eyes
melanoma,a change in an existing mole
melanoma,the development of a new pigmented or unusual-looking growth on your skin
systemic capillary leak syndrome,irritability
systemic capillary leak syndrome,fatigue
systemic capillary leak syndrome,abdominal pain
systemic capillary leak syndrome,nausea
systemic capillary leak syndrome,muscle aches
systemic capillary leak syndrome,increased thirst
systemic capillary leak syndrome,sudden increase in body weight
rotator cuff injury,be described as a dull ache deep in the shoulder
rotator cuff injury,disturb sleep
rotator cuff injury,make it difficult to comb your hair or reach behind your back
rotator cuff injury,be accompanied by arm weakness
dizziness,a false sense of motion or spinning (vertigo)
dizziness,lightheadedness or feeling faint
dizziness,unsteadiness or a loss of balance
dizziness,"a feeling of floating, wooziness or heavy-headedness"
ewing sarcoma,"pain, swelling or tenderness near the affected area"
ewing sarcoma,bone pain
ewing sarcoma,unexplained tiredness
ewing sarcoma,fever with no known cause
ewing sarcoma,losing weight without trying
contact dermatitis,a red rash
contact dermatitis,"itching, which may be severe"
contact dermatitis,"dry, cracked, scaly skin"
contact dermatitis,"bumps and blisters, sometimes with oozing and crusting"
contact dermatitis,"swelling, burning or tenderness"
postpartum preeclampsia,high blood pressure (hypertension) — 140/90 millimeters of mercury (mm hg) or greater
postpartum preeclampsia,excess protein in your urine (proteinuria)
postpartum preeclampsia,severe headaches
postpartum preeclampsia,"changes in vision, including temporary loss of vision, blurred vision or light sensitivity"
postpartum preeclampsia,"upper abdominal pain, usually under the ribs on the right side"
postpartum preeclampsia,decreased urination
gangrene,"skin discoloration — ranging from pale to blue, purple, black, bronze or red, depending on the type of gangrene you have"
gangrene,swelling or the formation of blisters filled with fluid on the skin
gangrene,a clear line between healthy and damaged skin
gangrene,"sudden, severe pain followed by a feeling of numbness"
gangrene,a foul-smelling discharge leaking from a sore
gangrene,"thin, shiny skin, or skin without hair"
gangrene,skin that feels cool or cold to the touch
gangrene,the affected tissue is swollen and very painful
gangrene,you're running a low-grade fever and generally feel unwell
gangrene,low blood pressure
gangrene,"fever, possibly, though temperature may also run lower than the normal 98.6 f (37 c)"
gangrene,rapid heart rate
gangrene,lightheadedness
gangrene,shortness of breath
gangrene,confusion
diphtheria,"a thick, gray membrane covering your throat and tonsils"
diphtheria,a sore throat and hoarseness
diphtheria,swollen glands (enlarged lymph nodes) in your neck
diphtheria,difficulty breathing or rapid breathing
diphtheria,nasal discharge
diphtheria,fever and chills
diphtheria,malaise
arthritis,pain
arthritis,stiffness
arthritis,swelling
arthritis,redness
arthritis,decreased range of motion
vocal cord paralysis,a breathy quality to the voice
vocal cord paralysis,hoarseness
vocal cord paralysis,noisy breathing
vocal cord paralysis,loss of vocal pitch
vocal cord paralysis,"choking or coughing while swallowing food, drink or saliva"
vocal cord paralysis,the need to take frequent breaths while speaking
vocal cord paralysis,inability to speak loudly
vocal cord paralysis,loss of your gag reflex
vocal cord paralysis,ineffective coughing
vocal cord paralysis,frequent throat clearing
drug allergy,skin rash
drug allergy,hives
drug allergy,itching
drug allergy,fever
drug allergy,swelling
drug allergy,shortness of breath
drug allergy,wheezing
drug allergy,runny nose
drug allergy,"itchy, watery eyes"
trigger finger,"finger stiffness, particularly in the morning"
trigger finger,a popping or clicking sensation as you move your finger
trigger finger,tenderness or a bump (nodule) in the palm at the base of the affected finger
trigger finger,"finger catching or locking in a bent position, which suddenly pops straight"
trigger finger,"finger locked in a bent position, which you are unable to straighten"
cyclospora infection,"frequent, watery diarrhea"
cyclospora infection,bouts of diarrhea alternating with bouts of constipation
cyclospora infection,loss of appetite and weight loss
cyclospora infection,"bloating, flatulence and burping"
cyclospora infection,stomach cramps
cyclospora infection,nausea and vomiting
cyclospora infection,muscle aches
cyclospora infection,fever
cyclospora infection,fatigue — this symptom may last long after the active infection has gotten better
cyclospora infection,general feeling of unwellness (malaise)
bladder stones,lower abdominal pain
bladder stones,pain during urination
bladder stones,frequent urination
bladder stones,difficulty urinating or interrupted urine flow
bladder stones,blood in the urine
bladder stones,cloudy or abnormally dark-colored urine
bell's palsy,rapid onset of mild weakness to total paralysis on one side of your face — occurring within hours to days
bell's palsy,"facial droop and difficulty making facial expressions, such as closing your eye or smiling"
bell's palsy,drooling
bell's palsy,pain around the jaw or in or behind your ear on the affected side
bell's palsy,increased sensitivity to sound on the affected side
bell's palsy,headache
bell's palsy,a loss of taste
bell's palsy,changes in the amount of tears and saliva you produce
secondary hypertension,high blood pressure that doesn't respond to blood pressure medications (resistant hypertension)
secondary hypertension,very high blood pressure — systolic blood pressure over 180 millimeters of mercury (mm hg) or diastolic blood pressure over 120 mm hg
secondary hypertension,high blood pressure that no longer responds to medication that previously controlled your blood pressure
secondary hypertension,sudden-onset high blood pressure before age 30 or after age 55
secondary hypertension,no family history of high blood pressure
secondary hypertension,no obesity
costochondritis,occurs on the left side of your breastbone
costochondritis,"is sharp, aching or pressure-like"
costochondritis,affects more than one rib
costochondritis,worsens when you take a deep breath or cough
asbestosis,shortness of breath
asbestosis,"a persistent, dry cough"
asbestosis,loss of appetite with weight loss
asbestosis,fingertips and toes that appear wider and rounder than normal (clubbing)
asbestosis,chest tightness or pain
pseudogout,swollen
pseudogout,warm
pseudogout,severely painful
dislocated shoulder,a visibly deformed or out-of-place shoulder
dislocated shoulder,swelling or bruising
dislocated shoulder,intense pain
dislocated shoulder,inability to move the joint
iritis,eye redness
iritis,discomfort or achiness in the affected eye
iritis,sensitivity to light
iritis,decreased vision
jellyfish stings,"burning, prickling, stinging pain"
jellyfish stings,"red, brown or purplish tracks on the skin — a ""print"" of the tentacles' contact with your skin"
jellyfish stings,itching
jellyfish stings,swelling
jellyfish stings,throbbing pain that radiates up a leg or an arm
jellyfish stings,"stomach pain, nausea and vomiting"
jellyfish stings,headache
jellyfish stings,muscle pain or spasms
jellyfish stings,"weakness, drowsiness, fainting and confusion"
jellyfish stings,difficulty breathing
jellyfish stings,heart problems
jellyfish stings,the type and size of the jellyfish
jellyfish stings,"your age, size and health, with severe reactions more likely in children and people in poor health"
jellyfish stings,how long you were exposed to the stingers
jellyfish stings,how much of your skin is affected
compulsive gambling,"being preoccupied with gambling, such as constantly planning how to get more gambling money"
compulsive gambling,needing to gamble with increasing amounts of money to get the same thrill
compulsive gambling,"trying to control, cut back or stop gambling, without success"
compulsive gambling,feeling restless or irritable when you try to cut down on gambling
compulsive gambling,"gambling to escape problems or relieve feelings of helplessness, guilt, anxiety or depression"
compulsive gambling,trying to get back lost money by gambling more (chasing losses)
compulsive gambling,lying to family members or others to hide the extent of your gambling
compulsive gambling,"jeopardizing or losing important relationships, a job, or school or work opportunities because of gambling"
compulsive gambling,resorting to theft or fraud to get gambling money
compulsive gambling,asking others to bail you out of financial trouble because you gambled money away
self-injury/cutting,"scars, often in patterns"
self-injury/cutting,"fresh cuts, scratches, bruises, bite marks or other wounds"
self-injury/cutting,excessive rubbing of an area to create a burn
self-injury/cutting,keeping sharp objects on hand
self-injury/cutting,"wearing long sleeves or long pants, even in hot weather"
self-injury/cutting,frequent reports of accidental injury
self-injury/cutting,difficulties in interpersonal relationships
self-injury/cutting,"behavioral and emotional instability, impulsivity and unpredictability"
self-injury/cutting,"statements of helplessness, hopelessness or worthlessness"
vitamin deficiency anemia,fatigue
vitamin deficiency anemia,shortness of breath
vitamin deficiency anemia,dizziness
vitamin deficiency anemia,pale or yellowish skin
vitamin deficiency anemia,irregular heartbeats
vitamin deficiency anemia,weight loss
vitamin deficiency anemia,numbness or tingling in your hands and feet
vitamin deficiency anemia,muscle weakness
vitamin deficiency anemia,personality changes
vitamin deficiency anemia,unsteady movements
vitamin deficiency anemia,mental confusion or forgetfulness
aphasia,speak in short or incomplete sentences
aphasia,speak in sentences that don't make sense
aphasia,substitute one word for another or one sound for another
aphasia,speak unrecognizable words
aphasia,not understand other people's conversation
aphasia,write sentences that don't make sense
ereditary hemorrhagic telangiectasia,"nosebleeds, sometimes on a daily basis and often starting in childhood"
ereditary hemorrhagic telangiectasia,"lacy red vessels or tiny red spots, particularly on the lips, face, fingertips, tongue and inside surfaces of the mouth"
ereditary hemorrhagic telangiectasia,iron deficiency anemia
ereditary hemorrhagic telangiectasia,shortness of breath
ereditary hemorrhagic telangiectasia,headaches
ereditary hemorrhagic telangiectasia,seizures
enlarged breasts in men (gynecomastia),swollen breast tissue
enlarged breasts in men (gynecomastia),breast tenderness
chiari malformation,type i
chiari malformation,type ii
mittelschmerz,on one side of your lower abdomen
mittelschmerz,"dull and achy, similar to menstrual cramps"
mittelschmerz,sharp and sudden
mittelschmerz,accompanied by slight vaginal bleeding or discharge
mittelschmerz,"rarely, severe"
limited scleroderma,"tight, hardened skin. in limited scleroderma, skin changes typically affect only the lower arms and legs, including fingers and toes, and sometimes the face and neck. skin can look shiny from being pulled taut over underlying bone. it may become difficult to bend your fingers or to open your mouth."
limited scleroderma,"raynaud's phenomena. this condition occurs when small blood vessels in your fingers and toes spasm in response to cold or emotional stress, blocking the flow of blood. in most people, the skin turns white before becoming blue, cold and numb."
limited scleroderma,"red spots or lines on skin. the swelling of tiny blood vessels near the skin's surface cause these small red spots or lines (telangiectasias). not painful, they occur primarily on the hands and face."
limited scleroderma,"bumps under the skin. limited scleroderma can cause tiny calcium deposits (calcinosis) to develop under your skin, mainly on your elbows, knees and fingers. you can see and feel these deposits, which sometimes are tender or become infected."
limited scleroderma,"swallowing difficulties. limited scleroderma commonly causes problems with the tube that connects the mouth and stomach (esophagus). poor functioning of the muscles in the upper and lower esophagus can make swallowing difficult and allow stomach acids to back up into the esophagus, leading to heartburn, inflammation and scarring of esophageal tissues."
burns,1st-degree burn. this minor burn affects only the outer layer of the skin (epidermis). it may cause redness and pain.
burns,"2nd-degree burn. this type of burn affects both the epidermis and the second layer of skin (dermis). it may cause swelling and red, white or splotchy skin. blisters may develop, and pain can be severe. deep second-degree burns can cause scarring."
burns,"3rd-degree burn. this burn reaches to the fat layer beneath the skin. burned areas may be black, brown or white. the skin may look leathery. third-degree burns can destroy nerves, causing numbness."
heart murmurs,"skin that appears blue, especially on your fingertips and lips"
heart murmurs,swelling or sudden weight gain
heart murmurs,shortness of breath
heart murmurs,chronic cough
heart murmurs,enlarged liver
heart murmurs,enlarged neck veins
heart murmurs,"in infants, poor appetite and failure to grow normally"
heart murmurs,heavy sweating with little or no activity
heart murmurs,chest pain
heart murmurs,dizziness
heart murmurs,fainting
erniated disk,"arm or leg pain. if your herniated disk is in your lower back, you'll typically feel the most pain in your buttocks, thigh and calf. you might have pain in part of the foot, as well. if your herniated disk is in your neck, you'll typically feel the most pain in your shoulder and arm. this pain might shoot into your arm or leg when you cough, sneeze or move into certain positions. pain is often described as sharp or burning."
erniated disk,numbness or tingling. people who have a herniated disk often have radiating numbness or tingling in the body part served by the affected nerves.
erniated disk,"weakness. muscles served by the affected nerves tend to weaken. this can cause you to stumble, or affect your ability to lift or hold items."
dissociative disorders,"memory loss (amnesia) of certain time periods, events, people and personal information"
dissociative disorders,a sense of being detached from yourself and your emotions
dissociative disorders,a perception of the people and things around you as distorted and unreal
dissociative disorders,a blurred sense of identity
dissociative disorders,"significant stress or problems in your relationships, work or other important areas of your life"
dissociative disorders,inability to cope well with emotional or professional stress
dissociative disorders,"mental health problems, such as depression, anxiety, and suicidal thoughts and behaviors"
dissociative disorders,"dissociative amnesia. the main symptom is memory loss that's more severe than normal forgetfulness and that can't be explained by a medical condition. you can't recall information about yourself or events and people in your life, especially from a traumatic time. dissociative amnesia can be specific to events in a certain time, such as intense combat, or more rarely, can involve complete loss of memory about yourself. it may sometimes involve travel or confused wandering away from your life (dissociative fugue). an episode of amnesia usually occurs suddenly and may last minutes, hours, or rarely, months or years."
dissociative disorders,"dissociative identity disorder. formerly known as multiple personality disorder, this disorder is characterized by ""switching"" to alternate identities. you may feel the presence of two or more people talking or living inside your head, and you may feel as though you're possessed by other identities. each identity may have a unique name, personal history and characteristics, including obvious differences in voice, gender, mannerisms and even such physical qualities as the need for eyeglasses. there also are differences in how familiar each identity is with the others. people with dissociative identity disorder typically also have dissociative amnesia and often have dissociative fugue."
dissociative disorders,"depersonalization-derealization disorder. this involves an ongoing or episodic sense of detachment or being outside yourself — observing your actions, feelings, thoughts and self from a distance as though watching a movie (depersonalization). other people and things around you may feel detached and foggy or dreamlike, time may be slowed down or sped up, and the world may seem unreal (derealization). you may experience depersonalization, derealization or both. symptoms, which can be profoundly distressing, may last only a few moments or come and go over many years."
pv infection,"genital warts. these appear as flat lesions, small cauliflower-like bumps or tiny stemlike protrusions. in women, genital warts appear mostly on the vulva but can also occur near the anus, on the cervix or in the vagina."
pv infection,"common warts. common warts appear as rough, raised bumps and usually occur on the hands and fingers. in most cases, common warts are simply unsightly, but they can also be painful or susceptible to injury or bleeding."
pv infection,"plantar warts. plantar warts are hard, grainy growths that usually appear on the heels or balls of your feet. these warts might cause discomfort."
pv infection,"flat warts. flat warts are flat-topped, slightly raised lesions. they can appear anywhere, but children usually get them on the face and men tend to get them in the beard area. women tend to get them on the legs."
post-traumatic stress disorder (ptsd),"recurrent, unwanted distressing memories of the traumatic event"
post-traumatic stress disorder (ptsd),reliving the traumatic event as if it were happening again (flashbacks)
post-traumatic stress disorder (ptsd),upsetting dreams or nightmares about the traumatic event
post-traumatic stress disorder (ptsd),severe emotional distress or physical reactions to something that reminds you of the traumatic event
post-traumatic stress disorder (ptsd),trying to avoid thinking or talking about the traumatic event
post-traumatic stress disorder (ptsd),"avoiding places, activities or people that remind you of the traumatic event"
post-traumatic stress disorder (ptsd),"negative thoughts about yourself, other people or the world"
post-traumatic stress disorder (ptsd),hopelessness about the future
post-traumatic stress disorder (ptsd),"memory problems, including not remembering important aspects of the traumatic event"
post-traumatic stress disorder (ptsd),difficulty maintaining close relationships
post-traumatic stress disorder (ptsd),feeling detached from family and friends
post-traumatic stress disorder (ptsd),lack of interest in activities you once enjoyed
post-traumatic stress disorder (ptsd),difficulty experiencing positive emotions
post-traumatic stress disorder (ptsd),feeling emotionally numb
post-traumatic stress disorder (ptsd),being easily startled or frightened
post-traumatic stress disorder (ptsd),always being on guard for danger
post-traumatic stress disorder (ptsd),"self-destructive behavior, such as drinking too much or driving too fast"
post-traumatic stress disorder (ptsd),trouble sleeping
post-traumatic stress disorder (ptsd),trouble concentrating
post-traumatic stress disorder (ptsd),"irritability, angry outbursts or aggressive behavior"
post-traumatic stress disorder (ptsd),overwhelming guilt or shame
post-traumatic stress disorder (ptsd),re-enacting the traumatic event or aspects of the traumatic event through play
post-traumatic stress disorder (ptsd),frightening dreams that may or may not include aspects of the traumatic event
post-traumatic stress disorder (ptsd),reach out to a close friend or loved one.
post-traumatic stress disorder (ptsd),"contact a minister, a spiritual leader or someone in your faith community."
post-traumatic stress disorder (ptsd),"call a suicide hotline number — in the united states, call the national suicide prevention lifeline at 1-800-273-talk (1-800-273-8255) to reach a trained counselor. use that same number and press 1 to reach the veterans crisis line."
post-traumatic stress disorder (ptsd),make an appointment with your doctor or a mental health professional.
common cold,runny or stuffy nose
common cold,sore throat
common cold,cough
common cold,congestion
common cold,slight body aches or a mild headache
common cold,sneezing
common cold,low-grade fever
common cold,generally feeling unwell (malaise)
liposarcoma,a growing lump of tissue under your skin
liposarcoma,pain
liposarcoma,swelling
liposarcoma,weakness of the affected limb
liposarcoma,abdominal pain
